id,device,version,description,port
18989,WordPress Plugin Google Maps via Store Locator ,2.7.1 < 3.0.1 , Multiple Vulnerabilities,80
18990,WordPress Plugin HTML,5 AV Manager 0.2.7 , Arbitrary File Upload,80
18991,WordPress Plugin Foxypress ,0.4.1.1 < 0.4.2.1 , Arbitrary File Upload,80
18993,WordPress Plugin Asset Manager ,0.2, Arbitrary File Upload,80
18994,WordPress Plugin Font Uploader ,1.2.4 , Arbitrary File Upload,80
18997,WordPress Plugin MM Forms Community ,2.2.6 , Arbitrary File Upload,80
18998,WordPress Plugin Gallery ,3.06, Arbitrary File Upload,80
18999,SN News ,1.2, 'visualiza.php' SQL Injection,80
19003,vanilla kpoll plugin ,1.2, Persistent Cross,80
19005,SN News ,1.2, '/admin/loger.php' Authentication Bypass,80
19007,PHPNet ,1.8, 'ler.php' SQL Injection,80
19008,WordPress Plugin Front End Upload ,0.5.3 , Arbitrary File Upload,80
19009,WordPress Plugin Omni Secure Files ,0.1.13 , Arbitrary File Upload,80
19011,WordPress Plugin wpStoreCart ,2.5.27,Addon ,80
19012,WordPress Plugin Front File Manager ,0.1, Arbitrary File Upload,80
19013,WordPress Plugin Easy Contact Forms Export ,1.1.0 , Information Disclosure,80
19016,WordPress Plugin PICA Photo Gallery ,1, Remote File Disclosure,80
19018,WordPress Plugin NewsLetter ,1.5, Remote File Disclosure,80
19019,WordPress Plugin RBX Gallery ,2.1, Arbitrary File Upload,80
19020,WordPress Plugin Simple Download Button ShortCode ,1, Remote File Disclosure,80
19021,WordPress Plugin Thinkun Remind ,1.1.3 , Remote File Disclosure,80
19022,WordPress Plugin TinyMCE Thumbnail Gallery ,1.0.7 , Remote File Disclosure,80
19023,WordPress Plugin wpStoreCart ,2.5.27,2.5.29 ,80
19029,phpAcounts ,0.5.3 , SQL Injection,80
19031,Webspell dailyinput Movie Addon ,4.2.x , SQL Injection,80
19035,freepost ,0.1 r1 , Multiple Vulnerabilities,80
19036,WordPress Plugin Content Flow ,3D 1.0.0 , Arbitrary File Upload,80
19038,Symantec Web Gateway ,5.0.2.8 , Arbitrary '.PHP' File Upload (Metasploit),80
19050,Symantec Web Gateway ,5.0.2.8 ,gpx,80
19051,ClanSuite ,2.9, Arbitrary File Upload,80
19052,WordPress Plugin User Meta ,1.1.1 , Arbitrary File Upload,80
19053,WordPress Plugin Top Quark Architecture ,2.1, Arbitrary File Upload,80
19054,WordPress Plugin SfBrowser ,1.4.5 , Arbitrary File Upload,80
19055,WordPress Plugin Pica Photo Gallery ,1, Arbitrary File Upload,80
19056,WordPress Plugin Mac Photo Gallery ,2.7, Arbitrary File Upload,80
19057,WordPress Plugin drag and drop file upload ,0.1, Arbitrary File Upload,80
19058,WordPress Plugin Custom Content Type Manager ,0.9.5.13,pl ,80
19059,WordPress Plugin Custom Content Type Manager ,0.9.5.13,Project 2.12.11 ,80
19060,TheBlog ,2, Multiple Vulnerabilities,80
19065,Symantec Web Gateway ,5.0.2.8 , 'ipchange.php' Command Injection (Metasploit),80
19100,qdPM ,7, 'Uploadify.php' Arbitrary Code Execution (Metasploit),80
19132,Myre Real Estate Mobile ,2012, Multiple Vulnerabilities,80
19133,Cells Blog CMS ,1.1, Multiple Web Vulnerabilities,80
19134,Swoopo Gold Shop CMS ,8.4.56 , Multiple Web Vulnerabilities,80
19135,Squirrelcart Cart Shop ,3.3.4 , Multiple Web Vulnerabilities,80
19154,qdPM ,7, Arbitrary File upload,80
19174,Useresponse ,1.0.2 , Privilege Escalation / Remote Code Execution,80
19178,webo site speedup ,1.6.1 , Multiple Vulnerabilities,80
19179,PHP Decoda ,3.3.1 , Local File Inclusion,80
19180,News Script PHP ,1.2, Multiple Vulnerabilities,80
19187,WordPress Plugin Automatic ,2.0.3 , SQL Injection,80
19188,Nuked Klan SP CMS ,4.5, SQL Injection,80
19189,iScripts EasyCreate ,2, Multiple Vulnerabilities,80
19264,MyTickets ,1.x < 2.0.8 , Blind SQL Injection,80
19292,iBoutique eCommerce ,4, Multiple Web Vulnerabilities,80
19294,WordPress Plugin Schreikasten ,0.14.13 , Cross,80
19324,traq ,2.3.5 , Multiple Vulnerabilities,80
19325,Commentics ,2, Multiple Vulnerabilities,80
19329,agora project ,2.13.1 , Multiple Vulnerabilities,80
19330,LimeSurvey ,1.92+ build120620 , Multiple Vulnerabilities,80
19381,SugarCRM CE ,6.3.1 , 'Unserialize()' PHP Code Execution,80
19386,UCCASS ,1.8.1 , Blind SQL Injection,80
19398,WordPress Plugin Fancy Gallery ,1.2.4 , Arbitrary File Upload,80
19400,WordPress Plugin Website FAQ ,1, SQL Injection,80
19403,SugarCRM CE ,6.3.1 , 'Unserialize()' PHP Code Execution (Metasploit),80
19408,Zend Framework < ,2.0.0 beta4 < 1.12 RC1 < 1.11.11 , Local File Disclosure,80
19431,webERP ,4.08.1 , Local/Remote File Inclusion,80
19452,phpmoneybooks ,1.03, Persistent Cross,80
19481,WordPress Plugin Paid Business Listings ,1.0.2 , Blind SQL Injection,80
19524,WordPress Plugin Backup ,2.0.1 , Information Disclosure,80
19548,gpEasy CMS Minishop ,1.5 Plugin , Persistent Cross,80
19549,CLscript Classified Script ,3, SQL Injection,80
19550,phpMyBackupPro ,2.2, Local File Inclusion,80
19553,PHP/FI ,1.0/FI 2.0/FI 2.0 b10 , mylog/mlog,80
19572,WordPress Plugin MoodThingy Widget ,0.8.7 , Blind SQL Injection,80
19573,Tiki Wiki CMS Groupware ,8.3, 'Unserialize()' PHP Code Execution,80
19574,Tiki Wiki CMS Groupware ,8.3, SQL Injection,80
19597,Guestbook Scripts PHP ,1.5, Multiple Vulnerabilities,80
19598,Freeside SelfService CGI/API ,2.3.3 , Multiple Vulnerabilities,80
19600,CLscript CMS ,3, Multiple Vulnerabilities,80
19626,sflog! ,1, Multiple Vulnerabilities,80
19628,Event Script PHP ,1.1 CMS , Multiple Vulnerabilities,80
19629,Webmatic ,3.1.1 , Blind SQL Injection,80
19630,Tiki Wiki CMS Groupware ,8.3, 'Unserialize()' PHP Code Execution (Metasploit),80
19631,Basilic ,1.5.14 , 'diff.php' Arbitrary Command Execution (Metasploit),80
19708,PHP ,3.0.13 , 'Safe_mode' Failure,80
19715,Basilic ,1.5.14 ,Predict 1.0 ,80
19758,Hastymail ,2.1.1 RC1 , Command Injection (Metasploit),80
19768,House Style ,0.1.2 , 'readfile()' Local File Disclosure,80
19769,eCan ,0.1, Local File Disclosure,80
19771,Lc Flickr Carousel ,1, Local File Disclosure,80
19775,Reserve Logic ,1.2 Booking CMS , Multiple Vulnerabilities,80
19790,webpagetest ,2.6, Multiple Vulnerabilities,80
19791,WordPress Plugin Resume Submissions & Job Postings ,2.5.1 , Unrestricted Arbitrary File Upload,80
19792,WordPress Plugin Resume Submissions & Job Postings ,2.5.1 , Remote File / Bypass Upload,80
19793,WordPress Plugin Paid Business Listings ,1.0.2 , Local File Disclosure,80
19825,Shopware ,3.5, SQL Injection,80
19829,Joomla! Component com_osproperty ,2.0.2 , Unrestricted Arbitrary File Upload,80
19862,WordPress Theme Diary/Notebook Site,5, Email Spoofing,80
19863,CakePHP ,2.x < 2.2.0,RC2 ,80
19864,VamCart CMS ,0.9, Multiple Vulnerabilities,80
19865,PBBoard CMS ,2.1.4 , Multiple Vulnerabilities,80
19898,Forum Oxalis ,0.1.2 , SQL Injection,80
19927,Nwahy Articles ,2.2, Cross,80
19964,Shopware ,3.5,Nuke module (SPChat) ,80
19985,iBoutique ,4, 'key' SQL Injection,80
20010,Forum Oxalis ,0.1.2 ,Cart Gold 4.5 ,80
20029,iBoutique ,4, Arbitrary '.PHP' File Upload (Metasploit),80
20033,Dell SonicWALL Scrutinizer ,9.0.1 , 'statusFilter.php?q' SQL Injection,80
20044,Symantec Web Gateway ,5.0.3.18 , Blind SQL Injection Backdoor via MySQL Triggers,80
20055,MySQL Squid Access Report ,2.1.4 , HTML Injection,80
20062,Alienvault Open Source SIEM (OSSIM) ,3.1, Reflected Cross,80
20083,WordPress Plugin Front End Upload ,0.5.4.4 , Arbitrary '.PHP' File Upload,80
20087,Zabbix ,2.0.1 , Session Extractor,80
20111,CuteFlow ,2.11.2 , Arbitrary File Upload (Metasploit),80
20123,Symantec Web Gateway ,5.0.3.18 , 'deptUploads_data.php?groupid' Blind SQL Injection,80
20158,Symantec Web Gateway ,5.0.3.18 ,Nuke 1.0/2.5 ,80
20166,Joomla! Component com_niceajaxpoll ,1.3.0 , SQL Injection,80
20168,PHP ,3.0.13 , Remote Code Execution,80
20170,Joomla! Component com_niceajaxpoll ,1.3.0 , SQL Injection,80
20171,ManageEngine Application Manager ,10, Multiple Vulnerabilities,80
20172,ManageEngine Mobile Application Manager ,10, SQL Injection,80
20173,ManageEngine Mobile Application Manager ,10, Arbitrary '.PHP' File Upload (Metasploit),80
20197,Joomla! Component com_joomgalaxy ,1.2.0.4 , Multiple Vulnerabilities,80
20198,am,4ss 1.2 , Multiple Vulnerabilities,80
20199,am,4ss Support System 1.2 , PHP Code Injection,80
20208,nathan purciful phpphotoalbum ,0.9.9 , Directory Traversal,80
20260,Islamnt Islam Forum Script ,1.2, Blind SQL Injection,80
20268,Tickets CAD ,2.20G , Multiple Vulnerabilities,80
20270,WordPress Plugin Effective Lead Management ,3.0.0 , Persistent Cross,80
20278,phpix ,1, Directory Traversal,80
20286,PHP ,3.0/4.0 , Error Logging Format String,80
20342,WespaJuris ,3, Multiple Vulnerabilities,80
20343,Joomla! Component com_enmasse ,1.2.0.4 , SQL Injection,80
20344,Joomla! Component com_enmasse ,1.2.0.4 , Blind SQL Injection,80
20345,iauto mobile Application ,2012, Multiple Vulnerabilities,80
20346,iauto mobile Application ,2012, Persistent Cross,80
20347,Openconstructor CMS ,3.12.0 , 'id' Multiple SQL Injections,80
20354,PHP ,3.0/4.0 , 'eval()' Remote Code Execution (Metasploit),80
20358,WordPress Plugin mini mail Dashboard widget ,1.42, Persistent Cross,80
20360,WordPress Plugin postie ,1.4.3 , Persistent Cross,80
20361,WordPress Plugin simplemail ,1.0.6 , Persistent Cross,80
20364,WordPress Plugin simplemail ,1.0.6 ,dah Webmail Client 3.2.0,80
20365,WordPress Plugin ThreeWP Email Reflector ,1.13, Persistent Cross,80
20390,WordPress Plugin ThreeWP Email Reflector ,1.13, SQL Injection,80
20391,Kamads Classifieds ,2, Admin Hash Disclosure,80
20398,MobileCartly ,1, Arbitrary File Deletion,80
20416,MobileCartly ,1,jajak 2.1 ,80
20419,Flynax General Classifieds CMS ,4, Multiple Vulnerabilities,80
20421,ProQuiz ,2.0.2 , Multiple Vulnerabilities,80
20422,MobileCartly ,1, Arbitrary File Write,80
20428,Phorum ,3.x , PHP Configuration Disclosure,80
20431,Phorum ,3.x , Arbitrary File Read,80
20474,WordPress Plugin RSVPMaker ,2.5.4 , Persistent Cross,80
20476,Hotel Booking Portal ,0.1, Multiple Vulnerabilities,80
20500,TestLink ,1.9.3 , Arbitrary File Upload (Metasploit),80
20538,Basilix Webmail ,0.9.7 , Incorrect File Permissions,80
20539,MobileCartly ,1, Arbitrary File Upload,80
20541,MaxForum ,1.0.0 , Local File Inclusion,80
20544,xt:Commerce ,3.04 SP2.1 , Blind SQL Injection,80
20546,sphpforum ,0.4, Multiple Vulnerabilities,80
20549,Roundcube Webmail ,0.8.0 , Persistent Cross,80
20550,ProQuiz ,2.0.2 , Cross,80
20573,Jaow CMS ,2.3, Cross,80
20574,Social Engine ,4.2.5 , Multiple Vulnerabilities,80
20576,Inferno vBShout ,2.5.2 , SQL Injection,80
20578,hastymail,2 webmail 1.1 rc2 , Persistent Cross,80
20579,hastymail,2 webmail 1.1 rc2 ,dah Webmail Client ,80
20580,webid ,1.0.4 , Multiple Vulnerabilities,80
20586,Phorum ,3.0.7 , 'admin.php3' Unverified Administrative Password Change,80
20587,Phorum ,3.0.7 , 'violation.php3' Arbitrary Email Relay,80
20588,Phorum ,3.0.7 , 'auth.php3' Backdoor Access,80
20598,Jaow CMS ,2.3, Blind SQL Injection,80
20627,Jaow CMS ,2.3, Persistent Cross,80
20665,Jaow CMS ,2.3,dah Webmail ,80
20666,Clipbucket ,2.5, Cross,80
20669,GWebmail ,0.7.3 , Cross,80
20671,VamCart ,0.9, Cross,80
20672,VamCart ,0.9, Multiple Persistent Cross,80
20673,YourArcadeScript ,2.4, 'index.php?id' SQL Injection,80
20675,uebimiau webmail ,2.7.2 , Persistent Cross,80
20703,XODA Document Management System ,0.4.5 , Cross,80
20704,Clipbucket ,2.5, Directory Traversal,80
20708,Clipbucket ,2.5, Blind SQL Injection,80
20709,OpenDocMan ,1.2.6.1 , Cross,80
20710,VamCart ,0.9, Cross,80
20713,XODA ,0.4.5 , Arbitrary '.PHP' File Upload (Metasploit),80
20729,XODA Document Management System ,0.4.5 ,Nuke 1.0/2.5/3.0/4.x ,80
20759,letodms ,3.3.6 , Multiple Vulnerabilities,80
20760,op,5 Monitoring 5.4.2 , VM Applicance Multiple Vulnerabilities,80
20761,Ad Manager Pro ,4, Local File Inclusion,80
20762,webpa ,1.1.0.1 , Multiple Vulnerabilities,80
20785,Joomla! Component Event Booking ,2.10.1 , Multiple Vulnerabilities,80
20787,Joomla! Component Event Booking ,2.10.1 , 'index.php' Local File Inclusion,80
20788,Joomla! Component Event Booking ,2.10.1 , 'index.php' Local File Inclusion,80
20789,Joomla! Component Event Booking ,2.10.1 , 'index.php' Local File Inclusion,80
20790,businesswiki ,2.5rc3 , Persistent Cross,80
20848,PHPSlash ,0.5.3 2/0.6.1 , URL Block Arbitrary File Disclosure,80
20855,Wiki Web Help ,0.3.9 , Multiple Persistent Cross,80
20856,XWiki ,4.2,milestone,80
20857,web@all CMS ,2, Multiple Vulnerabilities,80
20859,Vlinks ,2.0.3 , 'id' SQL Injection,80
20862,WordPress Plugin Count Per Day ,3.2.3 , Cross,80
20863,xt:Commerce VEYTON ,4.0.15 , 'products_name_de' Script Insertion,80
20866,aoop CMS ,0.3.6 , Multiple Vulnerabilities,80
20871,CommPort ,1.01, Multiple Vulnerabilities,80
20872,mieric AddressBook ,1, SQL Injection,80
20873,mieric AddressBook ,1, Cross,80
20874,mieric AddressBook ,1, Cross,80
20913,mieric AddressBook ,1, Blind SQL Injection,80
20918,WordPress Plugin HD Webplayer ,1.1, SQL Injection,80
20942,WordPress Plugin HD Webplayer ,1.1, Cross,80
20956,vBulletin Yet Another Awards System ,4.0.2 , SQL Injection,80
20981,SugarCRM Community Edition ,6.5.2 (Build 8410) , Multiple Vulnerabilities,80
20983,SugarCRM Community Edition ,6.5.2 (Build 8410) , SQL Injection,80
20985,PHP ,4.x , SafeMode Arbitrary File Execution,80
20995,Cobalt Qube Webmail ,1, Directory Traversal,80
20996,Basilix Webmail ,1, File Disclosure,80
21005,Admidio ,2.3.5 , Multiple Vulnerabilities,80
21007,Admidio ,2.3.5 , 'add_rating.php?id' Blind SQL Injection,80
21022,PHPLib Team PHPLIB ,7.2, Remote Script Execution,80
21038,PHPLib Team PHPLIB ,7.2,Nuke 5.0 ,80
21046,phpBB ,1.4, SQL Query Manipulation,80
21054,Support,4Arabs Pages 2.0 , SQL Injection,80
21056,Support,4Arabs Pages 2.0 , '/calendar/json.php' SQL Injection,80
21065,phpBB ,1.x , Page Header Arbitrary Command Execution,80
21079,MobileCartly ,1, Arbitrary File Creation (Metasploit),80
21084,ES Job Search Engine ,3, SQL Injection,80
21119,PostNuke ,0.6, User Login,80
21132,Cannonbolt Portfolio Manager ,1, Multiple Vulnerabilities,80
21133,Cannonbolt Portfolio Manager ,1, Persistent Cross,80
21135,TestLink ,1.9.3 , Cross,80
21138,Sflog! CMS ,1, Arbitrary File Upload (Metasploit),80
21148,TestLink ,1.9.3 , Multiple Vulnerabilities,80
21155,Sflog! CMS ,1,Nuke Network Tool 0.2 Addon ,80
21157,bharat Mediratta Gallery ,1.1/1.2 , Directory Traversal,80
21165,bharat Mediratta Gallery ,1.1/1.2 ,Nuke 1.0/2.5/3.0/4.x/5.x/6.x/7.x ,80
21166,bharat Mediratta Gallery ,1.1/1.2 ,Nuke 1.0/2.5/3.0/4.x/5.x/6.x/7.x ,80
21168,EasyNews ,1.5, NewsDatabase/Template Modification,80
21206,ViArt Shop Enterprise ,4.1,Nuke AddOn PHPToNuke.php 1.0 ,80
21220,VICIDIAL Call Center Suite ,2.2.1,237,80
21221,Joomla! Component RokModule ,1.1, 'module' Blind SQL Injection,80
21222,Joomla! Component RokModule ,1.1, Remote File Inclusion,80
21230,Joomla! Component RokModule ,1.1,Nuke 4.x/5.x ,80
21233,Joomla! Component RokModule ,1.1,Nuke 4.x/5.x ,80
21241,WikkiTikkiTavi ,0.x , Remote File Inclusion,80
21250,WikkiTikkiTavi ,0.x , Arbitrary File Deletion,80
21251,akcms ,4.2.4 , Information Disclosure,80
21264,PHP ,4.x/5.x MySQL Library , 'Safe_mode' Filesystem Circumvention (1),80
21265,PHP ,4.x/5.x MySQL Library , 'Safe_mode' Filesystem Circumvention (2),80
21266,PHP ,4.x/5.x MySQL Library , 'Safe_mode' Filesystem Circumvention (3),80
21267,Subrion CMS ,2.2.1 , Cross,80
21269,Subrion CMS ,2.2.1 , Arbitrary File Deletion,80
21270,Subrion CMS ,2.2.1 , Arbitrary File Deletion,80
21271,Subrion CMS ,2.2.1 , Arbitrary File Deletion,80
21273,Subrion CMS ,2.2.1 , Multiple Vulnerabilities,80
21277,Subrion CMS ,2.2.1 ,PHP 0.4 ,80
21278,Subrion CMS ,2.2.1 ,PHP 0.4 ,80
21279,Subrion CMS ,2.2.1 ,PHP 0.4 ,80
21299,Powie PForum ,1.1x , 'Username' Cross,80
21300,XMB Forum ,1.6 pre,beta ,80
21301,OpenBB ,1.0.x , Image Tag Cross,80
21304,IkonBoard ,2.17/3.0/3.1 , Image Tag Cross,80
21312,ReBB ,1, Image Tag Cross,80
21316,ASTPP VoIP Billing (,4cf207a) , Multiple Vulnerabilities,80
21317,NeoBill CMS ,0.8 Alpha , Multiple Vulnerabilities,80
21324,luxcal ,2.7.0 , Multiple Vulnerabilities,80
21327,webERP ,4.08.4 , 'WorkOrderEntry.php' SQL Injection,80
21329,webERP ,4.08.4 , Multiple Vulnerabilities,80
21330,webERP ,4.08.4 , Multiple Vulnerabilities,80
21334,Cobalt RaQ ,2.0/3.0/4.0 XTR , 'MultiFileUpload.php' Authentication Bypass (1),80
21335,Cobalt RaQ ,2.0/3.0/4.0 XTR , 'MultiFileUpload.php' Authentication Bypass (2),80
21343,PHProjekt ,3.1, Remote File Inclusion,80
21347,PHP ,3.0.x/4.x , Move_Uploaded_File open_basedir Circumvention,80
21349,PHProjekt ,3.1,Nuke 5.x ,80
21357,PostNuke ,0.703, caselist Arbitrary Module Include,80
21358,SquirrelMail ,1.2.x , Theme Remote Command Execution,80
21377,SunShop Shopping Cart ,1.5/2.x , User,80
21380,Burning Board ,1.1.1 , 'URL' Manipulation,80
21381,XGB Guestbook ,1.2, User,80
21382,XGB ,1.2, Remote Form Field Input Validation,80
21383,xNewsletter ,1, Form Field Input Validation,80
21391,PVote ,1.0/1.5 , Poll Content Manipulation,80
21393,PVote ,1.0/1.5 ,topbar 4.02 ,80
21396,torrenttrader ,2.08, Multiple Vulnerabilities,80
21397,PVote ,1.0/1.5 , Unauthorized Administrative Password Change,80
21399,IcrediBB ,1.1, Script Injection,80
21401,PostBoard ,2, BBCode IMG Tag Script Injection,80
21403,PostBoard ,2, Topic Title Script Execution,80
21418,Manhali ,1.8, Local File Inclusion,80
21421,PHProjekt ,2.x/3.x , Authentication Bypass,80
21423,Ultimate PHP Board ,1.0/1.1 , Image Tag Script Injection,80
21424,ADManager ,1.1, Content Manipulation,80
21425,DNSTools ,2, Authentication Bypass,80
21426,DNSTools ,2,DNS 0.2 ,80
21427,MiniBB ,1.2, Cross,80
21428,Messagerie ,1, Arbitrary User Removal Denial of Service,80
21436,B,2 0.6 , 'b2edit.showposts.php?b2inc' Remote File Inclusion,80
21447,XMB Forum ,1.6, Magic Lantern Cross,80
21448,XMB Forum ,1.6, Magic Lantern Log File,80
21449,NOCC ,0.9.x , Webmail Script Injection,80
21454,NOCC ,0.9.x ,frames 1.0 ,80
21459,Phorum ,3.3.2a , Remote Command Execution,80
21461,Phorum ,3.3.2 , Cross,80
21463,mcNews ,1.x , File Disclosure,80
21474,OpenBB ,1.0.0 RC3 , BBCode Cross Agent HTML Injection,80
21478,OpenBB ,1, Unauthorized Moderator Access,80
21479,OpenBB ,1.0.0 RC3 , Cross,80
21486,PHPBB,2, Image Tag HTML Injection,80
21509,Teekai Tracking Online ,1, Cross,80
21514,Splatt Forum ,3, Image Tag HTML Injection,80
21517,Voxel Dot Net CBms ,0.x , Multiple Code Injection Vulnerabilities,80
21519,MyHelpDesk ,20020509, HTML Injection,80
21521,ViArt Shop Enterprise ,4.1, Arbitrary Command Execution,80
21524,ViArt Shop Evaluation ,4.1, Multiple Remote File Inclusions,80
21525,Geeklog ,1.3.5 , Multiple Cross,80
21526,MyHelpDesk ,20020509, Cross,80
21527,MyHelpDesk ,20020509, SQL Injection,80
21528,Geeklog ,1.3.5 , Calendar Event Form Script Injection,80
21529,Geeklog ,1.3.5 ,Agora 4.1.x ,80
21552,PHP Classifieds ,6.0.5 , Cross,80
21557,ZeroBoard ,4.1, PHP Include File Arbitrary Command Execution,80
21563,osCommerce ,2.1, Remote File Inclusion,80
21564,osCommerce ,2.1,Address 0.2 e ,80
21570,BasiliX Webmail ,1.1, Message Content Script Injection,80
21590,phpAuction ,01-Feb, Unauthorized Administrative Access,80
21610,phpAuction ,01-Feb,Runbook 2.5.2 ,80
21622,phpAuction ,01-Feb,Wiki 1.2/1.3 ,80
21628,Geeklog ,1.3.5 , HTML Attribute Cross,80
21640,Cobalt Qube ,3, Authentication Bypass,80
21646,WordPress Theme Archin ,3.2, Configuration Access,80
21660,phpBB,2 Gender Mod 1.1.3 , SQL Injection,80
21661,dotProject ,0.2.1 , User Cookie Authentication Bypass,80
21665,phptax ,0.8, Remote Code Execution,80
21668,ShoutBox ,1.2, 'Form' HTML Injection,80
21676,Bharat Mediratta Gallery ,1.x , Remote File Inclusion,80
21708,Bharat Mediratta Gallery ,1.x ,Forum 2.4 ,80
21715,Bharat Mediratta Gallery ,1.x , Multiple Vulnerabilities,80
21716,Omnistar Mailer ,7.2, Multiple Vulnerabilities,80
21723,Ilia Alshanetsky FUDForum ,1.2.8/1.9.8/2.0.2 , File Disclosure,80
21724,Ilia Alshanetsky FUDForum ,1.2.8/1.9.8/2.0.2 , File Modification,80
21727,Mantis Bug Tracker ,0.15.x/0.16/0.17.x , JPGraph Remote File Inclusion Command Execution,80
21740,phpMyChat Plus ,1.94 RC1 , Multiple Vulnerabilities,80
21742,Template CMS ,2.1.1 , Multiple Vulnerabilities,80
21743,phpMyBitTorrent ,2.04, Multiple Vulnerabilities,80
21745,Achievo ,0.7/0.8/0.9 , Remote File Inclusion / Command Execution,80
21755,PHPReactor ,1.2.7 , Style Attribute HTML Injection,80
21776,PHP ,4.2.3 , Header Function Script Injection,80
21778,phpGB ,1.x , SQL Injection,80
21779,WoltLab Burning Board ,2, SQL Injection,80
21780,phpGB ,1.1, HTML Injection,80
21783,PHPGB ,1.1/1.2 , PHP Code Injection,80
21786,Blog Mod ,0.1.9 , 'index.php?month' SQL Injection,80
21787,MyAuth,3, Blind SQL Injection,80
21809,Blog Mod ,0.1.9 , Persistent Cross,80
21811,SquirrelMail ,1.2.6/1.2.7 , Multiple Cross,80
21817,Rudi Benkovic JAWMail ,1, Script Injection,80
21825,phpWebSite ,0.8.2 , PHP File Inclusion,80
21829,XOOPS ,1.0 RC3 , HTML Injection,80
21833,phpBB ,1.4, 'pfilez' Execution Remote Code Injection (Metasploit),80
21834,phpMyAdmin ,3.5.2.2 , 'server_sync.php' Backdoor (Metasploit),80
21835,qdPM ,7, Arbitrary '.PHP' File Upload (Metasploit),80
21855,qdPM ,7,Nuke 6.0/6.5 ,80
21859,qdPM ,7,Nuke 6.0 ,80
21860,NPDS ,4.8, News Message HTML Injection,80
21861,DaCode ,1.2, News Message HTML Injection,80
21862,DaCode ,1.2,Nuke 6.0 ,80
21863,Drupal ,4, News Message HTML Injection,80
21864,phpWebSite ,0.8.3 , News Message HTML Injection,80
21873,PostNuke ,0.72, 'modules.php' Cross,80
21874,vBulletin ,2.0.3 , 'calendar.php' Command Execution,80
21886,Rudi Benkovic JAWMail ,1,Membres 3.1 ,80
21890,Omnistar Document Manager ,8, Multiple Vulnerabilities,80
21891,vOlk Botnet Framework ,4, Multiple Vulnerabilities,80
21893,TightAuction ,3, Config.INC Information Disclosure,80
21894,TightAuction ,3, Information Disclosure,80
21896,TightAuction ,3, Arbitrary File Upload,80
21899,phpWebSite ,0.8.3 , 'article.php' Cross,80
21900,MySimpleNews ,1, PHP Injection,80
21901,MySimpleNews ,1, Remote Readable Administrator Password,80
21903,Michael Schatz Books ,0.54/0.6 PostNuke Module , Cross,80
21905,phpMyNewsletter ,0.6.10 , Remote File Inclusion,80
21906,phpLinkat ,0.1, Multiple Cross,80
21912,Killer Protection ,1, Information Disclosure,80
21918,VBZoom ,1, SQL Injection,80
21921,VBZoom ,1, Arbitrary File Upload,80
21929,PHPReactor ,1.2.7 pl1 , Arbitrary File Upload (Metasploit),80
21930,PHPReactor ,1.2.7 pl1 , 'browse.php' Cross,80
21931,PHPBBMod ,1.3.3 , PHPInfo Information Disclosure,80
21933,PHPRank ,1.8, 'add.php' Cross,80
21950,YaBB ,1.40/1.41 , Login Cross,80
21956,KMMail ,1, E,80
21957,PHP Arena PAFileDB ,1.1.3/2.1.1/3.0 , 'Email To Friend' Cross,80
21960,gBook ,1.4, Administrative Access,80
21961,MyMarket ,1.71, 'Form_Header.php' Cross,80
21967,Benjamin Lefevre Dobermann Forum ,0.x , 'entete.php?subpath' Remote File Inclusion,80
21968,Benjamin Lefevre Dobermann Forum ,0.x , 'enteteacceuil.php?subpath' Remote File Inclusion,80
21969,Benjamin Lefevre Dobermann Forum ,0.x , 'index.php?subpath' Remote File Inclusion,80
21970,Benjamin Lefevre Dobermann Forum ,0.x , 'newtopic.php?subpath' Remote File Inclusion,80
21976,Jason Orcutt Prometheus ,3.0/4.0/6.0 , Remote File Inclusion,80
21977,Jason Orcutt Prometheus ,3.0/4.0/6.0 ,Nuke 5.6 ,80
21989,Cartweaver ,3, Local File Inclusion,80
21990,airVisionNVR ,1.1.13 , 'readfile()' Disclosure / SQL Injection,80
21993,Cobalt RaQ ,2.0/3.0/4.0 XTR , 'checkInstall.php' Remote Command Execution (Metasploit),80
22003,MyBB Profile Albums Plugin ,0.9, 'albums.php?album' SQL Injection,80
22004,MyBB Profile Albums Plugin ,0.9, 'id' Multiple Vulnerabilities,80
22009,EZ Systems HTTPBench ,1.1, Information Disclosure,80
22017,phpBB Advanced Quick Reply Hack ,1.0/1.1 , Remote File Inclusion,80
22030,vBulletin ,2.0/2.2.x , 'memberlist.php' Cross,80
22037,vBulletin ,2.0/2.2.x ,Nuke 5.x/6.0/6.5 Beta 1 ,80
22038,Sisfokol ,4, Arbitrary File Upload,80
22039,Symphony CMS ,2.3, Multiple Vulnerabilities,80
22042,vBulletin ,2.0.x/2.2.x , 'members2.php' Cross,80
22043,phpBB ,2.0.3 , Script Injection,80
22044,Web Server Creator Web Portal ,0.1, Remote File Inclusion,80
22047,FreeNews ,2.1, Include Undefined Variable Command Execution,80
22048,News Evolution ,1.0/2.0 , Include Undefined Variable Command Execution,80
22065,phpBB ,2.0.3 , 'search.php' Cross,80
22071,WordPress Plugin FireStorm Professional Real Estate ,2.06.01 , SQL Injection,80
22073,APBoard ,2.0 2 , Unauthorized Thread Reading,80
22075,Ultimate PHP Board ,1.0 final Beta , 'viewtopic.php' Directory Contents Browsing,80
