id,file,description,date,author,type,platform,port
15151,exploits/php/webapps/15151.txt,Webspell 4.2.1 - 'asearch.php' SQL Injection,2010-09-29,silent vapor,webapps,php,
15152,exploits/php/webapps/15152.py,Webspell wCMS-Clanscript4.01.02net - static Blind SQL Injection,2010-09-29,Easy Laster,webapps,php,
15153,exploits/php/webapps/15153.txt,Webspell 4.x - safe_query Bypass,2010-09-29,silent vapor,webapps,php,
15154,exploits/php/webapps/15154.txt,MyPhpAuction 2010 - 'id' SQL Injection,2010-09-29,BorN To K!LL,webapps,php,
15162,exploits/php/webapps/15162.rb,Joomla! Component JE Job - SQL Injection,2010-09-30,Easy Laster,webapps,php,
15163,exploits/php/webapps/15163.rb,Joomla! Component JE Directory 1.0 - SQL Injection,2010-09-30,Easy Laster,webapps,php,
15164,exploits/php/webapps/15164.txt,JomSocial 1.8.8 - Arbitrary File Upload,2010-09-30,Jeff Channell,webapps,php,
15165,exploits/php/webapps/15165.txt,zen cart 1.3.9f - Multiple Vulnerabilities,2010-10-01,LiquidWorm,webapps,php,
15166,exploits/php/webapps/15166.txt,Zen Cart 1.3.9f - 'typefilter' Local File Inclusion,2010-10-01,LiquidWorm,webapps,php,
15169,exploits/php/webapps/15169.txt,Evaria Content Management System 1.1 - File Disclosure,2010-10-01,khayeye shotor,webapps,php,
15174,exploits/php/webapps/15174.txt,Tiki Wiki CMS Groupware 5.2 - Multiple Vulnerabilities,2010-10-01,John Leitch,webapps,php,
15173,exploits/php/webapps/15173.txt,phpMyShopping 1.0.1505 - Multiple Vulnerabilities,2010-10-01,Metropolis,webapps,php,
15171,exploits/php/webapps/15171.txt,jCart 1.1 - Multiple Cross-Site Scripting / Cross-Site Request Forgery/Open Redirect Vulnerabilities,2010-10-01,p0deje,webapps,php,
15175,exploits/php/webapps/15175.txt,Chipmunk Board 1.3 - 'index.php?forumID' SQL Injection,2010-10-01,Shamus,webapps,php,
15177,exploits/php/webapps/15177.pl,iGaming CMS 1.5 - Blind SQL Injection,2010-10-01,plucky,webapps,php,
15194,exploits/php/webapps/15194.txt,TinyMCE MCFileManager 2.1.2 - Arbitrary File Upload,2010-10-03,Hackeri-AL,webapps,php,
15200,exploits/php/webapps/15200.txt,FAQMasterFlex 1.2 - SQL Injection,2010-10-04,cyb3r.anbu,webapps,php,
15204,exploits/php/webapps/15204.txt,DNET Live-Stats 0.8 - Local File Inclusion,2010-10-04,blake,webapps,php,
15205,exploits/php/webapps/15205.txt,Aspect Ratio CMS - Blind SQL Injection,2010-10-04,Stephan Sattler,webapps,php,
15207,exploits/php/webapps/15207.txt,Uebimiau Webmail 3.2.0-2.0 - Local File Inclusion,2010-10-04,blake,webapps,php,
15208,exploits/php/webapps/15208.txt,CuteNews - 'page' Local File Inclusion,2010-10-05,eidelweiss,webapps,php,
15209,exploits/php/webapps/15209.txt,SPAW Editor 2.0.8.1 - Local File Inclusion,2010-10-05,soorakh kos,webapps,php,
15210,exploits/php/webapps/15210.txt,Cag CMS 0.2 - Cross-Site Scripting / Blind SQL Injection,2010-10-05,Shamus,webapps,php,
15284,exploits/php/webapps/15284.txt,phpCheckZ 1.1.0 - Blind SQL Injection,2010-10-19,Salvatore Fresta,webapps,php,
15217,exploits/php/webapps/15217.txt,Feindura File Manager 1.0(rc) - Arbitrary File Upload,2010-10-07,KnocKout,webapps,php,
15220,exploits/php/webapps/15220.txt,Flex Timesheet - Authentication Bypass,2010-10-08,KnocKout,webapps,php,
15222,exploits/php/webapps/15222.txt,Joomla! Component Community Builder Enhanced (CBE) 1.4.8/1.4.9/1.4.10 - Local File Inclusion / Remote Code Execution,2010-10-09,Delf Tonder,webapps,php,
15223,exploits/php/webapps/15223.txt,Chipmunk Pwngame - Multiple SQL Injections,2010-10-09,KnocKout,webapps,php,
15224,exploits/php/webapps/15224.txt,Joomla! Component JS Calendar 1.5.1 - Multiple Vulnerabilities,2010-10-09,Salvatore Fresta,webapps,php,
15225,exploits/php/webapps/15225.txt,VideoDB 3.0.3 - Multiple Vulnerabilities,2010-10-09,Valentin,webapps,php,
15268,exploits/php/webapps/15268.txt,WikiWebHelp 0.3.3 - Insecure Cookie Handling,2010-10-17,FuRty,webapps,php,
39571,exploits/php/webapps/39571.txt,ZenPhoto 1.4.11 - Remote File Inclusion,2016-03-17,Curesec Research Team,webapps,php,80
15269,exploits/php/webapps/15269.txt,Tastydir 1.2 (1216) - Multiple Vulnerabilities,2010-10-17,R,webapps,php,
15227,exploits/php/webapps/15227.txt,PHP-Fusion Mod Mg User Fotoalbum 1.0.1 - SQL Injection,2010-10-10,Easy Laster,webapps,php,
15592,exploits/php/webapps/15592.txt,sahitya graphics CMS - Multiple Vulnerabilities,2010-11-21,Dr.0rYX & Cr3W-DZ,webapps,php,
15593,exploits/php/webapps/15593.html,cPanel 11.x - Cross-Site Request Forgery (Edit E-mail),2010-11-21,Mon7rF .,webapps,php,
15594,exploits/php/webapps/15594.txt,AuraCMS 1.62 - 'pfd.php' SQL Injection,2010-11-22,Don Tukulesto,webapps,php,
15595,exploits/php/webapps/15595.txt,jSchool Advanced - Blind SQL Injection,2010-11-22,Don Tukulesto,webapps,php,
15602,exploits/php/webapps/15602.txt,PHPmotion 1.62 - 'FCKeditor' Arbitrary File Upload,2010-11-23,trycyber,webapps,php,
15605,exploits/php/webapps/15605.txt,Getsimple CMS 2.01 < 2.02 - Administrative Credentials Disclosure,2010-11-24,Michael Brooks,webapps,php,
15232,exploits/php/webapps/15232.txt,OrangeHRM 2.6.0.1 - Local File Inclusion,2010-10-11,ZonTa,webapps,php,
15233,exploits/php/webapps/15233.txt,BaconMap 1.0 - SQL Injection,2010-10-11,John Leitch,webapps,php,
15234,exploits/php/webapps/15234.txt,BaconMap 1.0 - Local File Disclosure,2010-10-11,John Leitch,webapps,php,
15606,exploits/php/webapps/15606.txt,phpvidz 0.9.5 - Administrative Credentials Disclosure,2010-11-24,Michael Brooks,webapps,php,
15607,exploits/php/webapps/15607.txt,WSN Links - SQL Injection,2010-11-24,Mark Stanislav,webapps,php,
15237,exploits/php/webapps/15237.rb,AdaptCMS 2.0.1 Beta - Remote File Inclusion (Metasploit),2010-10-12,v3n0m,webapps,php,
15239,exploits/php/webapps/15239.html,WikiWebHelp 0.3.3 - Cross-Site Request Forgery,2010-10-12,Yoyahack,webapps,php,
15240,exploits/php/webapps/15240.txt,Collabtive 0.65 - Multiple Vulnerabilities,2010-10-12,Anatolia Security,webapps,php,
15247,exploits/php/webapps/15247.txt,Exponent CMS 0.97 - Multiple Vulnerabilities,2010-10-13,LiquidWorm,webapps,php,
15249,exploits/php/webapps/15249.txt,Data/File - upload and Management Arbitrary File Upload,2010-10-14,saudi0hacker,webapps,php,
15251,exploits/php/webapps/15251.txt,Xlrstats 2.0.1 - SQL Injection,2010-10-14,Sky4,webapps,php,
15608,exploits/php/webapps/15608.txt,Free Simple Software - SQL Injection,2010-11-24,Mark Stanislav,webapps,php,
15254,exploits/php/webapps/15254.txt,KCFinder 2.2 - Arbitrary File Upload,2010-10-15,saudi0hacker,webapps,php,
15610,exploits/php/webapps/15610.txt,Joomla! Component JE Ajax Event Calendar - SQL Injection,2010-11-25,ALTBTA,webapps,php,
15280,exploits/php/webapps/15280.html,Travel Portal Script - Cross-Site Request Forgery (Admin Password Change),2010-10-19,KnocKout,webapps,php,
15276,exploits/php/webapps/15276.txt,411cc - Multiple SQL Injections,2010-10-18,KnocKout,webapps,php,
15277,exploits/php/webapps/15277.txt,GeekLog 1.7.0 - 'FCKeditor' Arbitrary File Upload,2010-10-18,Kubanezi AHG,webapps,php,
15278,exploits/php/webapps/15278.txt,Brooky CubeCart 2.0.1 - SQL Injection,2010-10-18,X_AviaTique_X,webapps,php,
15281,exploits/php/webapps/15281.html,Event Ticket Portal Script Admin Password Change - Cross-Site Request Forgery,2010-10-19,KnocKout,webapps,php,
15300,exploits/php/webapps/15300.txt,Squirrelcart PRO 3.0.0 - Blind SQL Injection,2010-10-21,Salvatore Fresta,webapps,php,
15295,exploits/php/webapps/15295.html,sNews CMS - Multiple Cross-Site Scripting Vulnerabilities,2010-10-21,High-Tech Bridge SA,webapps,php,
15308,exploits/php/webapps/15308.txt,Pulse Pro 1.4.3 - Persistent Cross-Site Scripting,2010-10-24,Th3 RDX,webapps,php,
15309,exploits/php/webapps/15309.txt,DBHcms 1.1.4 - 'dbhcms_pid' SQL Injection,2010-10-24,ZonTa,webapps,php,
15310,exploits/php/webapps/15310.py,Jamb - Cross-Site Request Forgery (Add a Post),2010-10-25,Stoke,webapps,php,
15313,exploits/php/webapps/15313.txt,Plesk Small Business Manager 10.2.0 and Site Editor - Multiple Vulnerabilities,2010-10-25,David Hoyt,webapps,php,
15320,exploits/php/webapps/15320.py,BigACE 2.7.3 - Cross-Site Request Forgery (Change Admin Password),2010-10-26,Sweet,webapps,php,
15321,exploits/php/webapps/15321.txt,DBHcms 1.1.4 - 'dbhcms_user/SearchString' SQL Injection,2010-10-27,High-Tech Bridge SA,webapps,php,
15322,exploits/php/webapps/15322.txt,phpLiterAdmin 1.0 RC1 - Authentication Bypass,2010-10-27,High-Tech Bridge SA,webapps,php,
15323,exploits/php/webapps/15323.txt,DZCP (deV!L_z Clanportal) 1.5.4 - Local File Inclusion,2010-10-27,High-Tech Bridge SA,webapps,php,
15324,exploits/php/webapps/15324.txt,Novaboard 1.1.4 - Local File Inclusion,2010-10-27,High-Tech Bridge SA,webapps,php,
15325,exploits/php/webapps/15325.txt,MyBB 1.6 - Full Path Disclosure,2010-10-27,High-Tech Bridge SA,webapps,php,
15326,exploits/php/webapps/15326.txt,BloofoxCMS 0.3.5 - Information Disclosure,2010-10-27,High-Tech Bridge SA,webapps,php,
15327,exploits/php/webapps/15327.txt,Energine CMS - SQL Injection,2010-10-27,High-Tech Bridge SA,webapps,php,
15328,exploits/php/webapps/15328.txt,BloofoxCMS Registration Plugin - SQL Injection,2010-10-27,High-Tech Bridge SA,webapps,php,
15329,exploits/php/webapps/15329.txt,Zomplog 3.9 - Cross-Site Request Forgery,2010-10-27,High-Tech Bridge SA,webapps,php,
15330,exploits/php/webapps/15330.txt,NinkoBB 1.3RC5 - Cross-Site Scripting,2010-10-27,High-Tech Bridge SA,webapps,php,
15331,exploits/php/webapps/15331.txt,Zomplog 3.9 - Multiple Cross-Site Scripting / Cross-Site Request Forgery Vulnerabilities,2010-10-27,High-Tech Bridge SA,webapps,php,
15332,exploits/php/webapps/15332.txt,BlogBird Platform - Multiple Cross-Site Scripting Vulnerabilities,2010-10-27,High-Tech Bridge SA,webapps,php,
15335,exploits/php/webapps/15335.txt,Alstrasoft e-Friends 4.96 - Multiple Vulnerabilities,2010-10-27,Salvatore Fresta,webapps,php,
15338,exploits/php/webapps/15338.txt,ACC IMoveis 4.0 - SQL Injection,2010-10-27,EraGoN,webapps,php,
15340,exploits/php/webapps/15340.txt,mycart 2.0 - Multiple Vulnerabilities,2010-10-27,Salvatore Fresta,webapps,php,
15343,exploits/php/webapps/15343.php,RoSPORA 1.5.0 - Remote PHP Code Injection,2010-10-28,EgiX,webapps,php,
15345,exploits/php/webapps/15345.txt,TFTgallery 0.13.1 - Local File Inclusion,2010-10-28,Havok,webapps,php,
15348,exploits/php/webapps/15348.txt,Pub-Me CMS - Blind SQL Injection,2010-10-28,H4f,webapps,php,
15350,exploits/php/webapps/15350.rb,PHPKit 1.6.1 R2 - 'overview.php' SQL Injection,2010-10-29,Easy Laster,webapps,php,
15351,exploits/php/webapps/15351.rb,mygamingladder MGL Combo System 7.5 - 'game.php' SQL Injection,2010-10-29,Easy Laster,webapps,php,
15353,exploits/php/webapps/15353.txt,Joomla! Component com_jfuploader < 2.12 - Arbitrary File Upload,2010-10-30,Setr0nix,webapps,php,
15354,exploits/php/webapps/15354.txt,Zoopeer 0.1/0.2 - 'FCKeditor' Arbitrary File Upload,2010-10-30,Net.Edit0r,webapps,php,
15355,exploits/php/webapps/15355.txt,Simpli Easy (AFC Simple) NewsLetter 4.2 - Cross-Site Scripting / Information Leakage,2010-10-30,p0deje,webapps,php,
15360,exploits/php/webapps/15360.pl,MetInfo 2.0 - PHP Code Injection,2010-10-31,Beach,webapps,php,
15361,exploits/php/webapps/15361.pl,MetInfo 3.0 - PHP Code Injection,2010-10-31,Beach,webapps,php,
15366,exploits/php/webapps/15366.txt,Joomla! Component Pulse Infotech Flip Wall - SQL Injection,2010-10-31,FL0RiX,webapps,php,
15367,exploits/php/webapps/15367.txt,Joomla! Component Sponsor Wall 1.1 - SQL Injection,2010-10-31,FL0RiX,webapps,php,
15369,exploits/php/webapps/15369.php,Auto CMS 1.8 - Remote Code Execution,2010-10-31,Giuseppe D'Inverno,webapps,php,
15370,exploits/php/webapps/15370.txt,XAMPP 1.7.3 - Multiple Vulnerabilities,2010-11-01,TheLeader,webapps,php,
15381,exploits/php/webapps/15381.txt,Collabtive 0.65 - SQL Injection,2010-11-01,Anatolia Security,webapps,php,
15385,exploits/php/webapps/15385.txt,Kandidat CMS 1.4.2 - Persistent Cross-Site Scripting,2010-11-02,High-Tech Bridge SA,webapps,php,
15386,exploits/php/webapps/15386.txt,MemHT Portal 4.0.1 - Persistent Cross-Site Scripting,2010-11-02,High-Tech Bridge SA,webapps,php,
15387,exploits/php/webapps/15387.txt,Webmedia Explorer 6.13.1 - Persistent Cross-Site Scripting,2010-11-02,High-Tech Bridge SA,webapps,php,
15389,exploits/php/webapps/15389.php,MetInfo 3.0 - 'FCKeditor' Arbitrary File Upload,2010-11-02,[sh3n],webapps,php,
15391,exploits/php/webapps/15391.txt,Azaronline Design - SQL Injection,2010-11-02,XroGuE,webapps,php,
15400,exploits/php/webapps/15400.txt,Dolphin 7.0.3 - Multiple Vulnerabilities,2010-11-02,anT!-Tr0J4n,webapps,php,
15917,exploits/php/webapps/15917.txt,Ignition 1.3 - 'comment.php' Local File Inclusion,2011-01-06,n0n0x,webapps,php,
40388,exploits/php/webapps/40388.html,AnoBBS 1.0.1 - Remote File Inclusion,2016-09-16,bd0rk,webapps,php,80
15404,exploits/php/webapps/15404.txt,eLouai's Force Download Script - Arbitrary Local File Download,2010-11-03,v1R00Z,webapps,php,
15405,exploits/php/webapps/15405.txt,digiSHOP 2.0.2 - SQL Injection,2010-11-03,Silic0n,webapps,php,
15409,exploits/php/webapps/15409.txt,Zen Cart 1.3.9h - Local File Inclusion,2010-11-03,Salvatore Fresta,webapps,php,
15412,exploits/php/webapps/15412.txt,eoCMS 0.9.04 - Multiple Vulnerabilities,2010-11-04,High-Tech Bridge SA,webapps,php,
15413,exploits/php/webapps/15413.txt,SweetRice 0.6.7 - Multiple Vulnerabilities,2010-11-04,High-Tech Bridge SA,webapps,php,
15414,exploits/php/webapps/15414.txt,JAF CMS 4.0 rc2 - Multiple Vulnerabilities,2010-11-04,High-Tech Bridge SA,webapps,php,
15415,exploits/php/webapps/15415.txt,MiniBB 2.5 - SQL Injection,2010-11-04,High-Tech Bridge SA,webapps,php,
15416,exploits/php/webapps/15416.txt,JBI CMS - SQL Injection,2010-11-04,Cru3l.b0y,webapps,php,
15430,exploits/php/webapps/15430.txt,Joomla! Component ccInvoices - SQL Injection,2010-11-05,FL0RiX,webapps,php,
15439,exploits/php/webapps/15439.txt,Joomla! Component com_connect - Local File Inclusion,2010-11-06,Th3 RDX,webapps,php,
15440,exploits/php/webapps/15440.txt,Joomla! Component com_dcnews - Local File Inclusion,2010-11-06,Th3 RDX,webapps,php,
15441,exploits/php/webapps/15441.txt,MassMirror Uploader - Remote File Inclusion,2010-11-06,ViciOuS,webapps,php,
15447,exploits/php/webapps/15447.txt,phpCow 2.1 - File Inclusion,2010-11-06,ViRuS_HiMa,webapps,php,
15451,exploits/php/webapps/15451.pl,DeluxeBB 1.3 - Private Information Disclosure,2010-11-07,Vis Intelligendi,webapps,php,
15452,exploits/php/webapps/15452.txt,Punbb 1.3.4 - Multiple Full Path Disclosures,2010-11-07,SYSTEM_OVERIDE,webapps,php,
15453,exploits/php/webapps/15453.txt,Joomla! Component Cookex Agency CKForms - Local File Inclusion,2010-11-08,ALTBTA,webapps,php,
15454,exploits/php/webapps/15454.txt,Joomla! Component com_clan - SQL Injection,2010-11-08,AtT4CKxT3rR0r1ST,webapps,php,
15455,exploits/php/webapps/15455.txt,xt:Commerce Shopsoftware 3/4 - 'FCKeditor' Arbitrary File Upload,2010-11-08,Net.Edit0r,webapps,php,
15456,exploits/php/webapps/15456.txt,Joomla! Component com_clanlist - SQL Injection,2010-11-08,CoBRa_21,webapps,php,
15496,exploits/php/webapps/15496.txt,Metinfo 3.0 - Multiple Vulnerabilities,2010-11-12,anT!-Tr0J4n,webapps,php,
15459,exploits/php/webapps/15459.txt,Seo Panel 2.1.0 - Critical File Disclosure,2010-11-08,MaXe,webapps,php,
15460,exploits/php/webapps/15460.txt,Joomla! Component ProDesk 1.5 - Local File Inclusion,2010-11-08,d3v1l,webapps,php,
15466,exploits/php/webapps/15466.txt,Joomla! Component JQuarks4s 1.0.0 - Blind SQL Injection,2010-11-09,Salvatore Fresta,webapps,php,
15465,exploits/php/webapps/15465.rb,Woltlab Burning Board Userlocator 2.5 - SQL Injection,2010-11-09,Easy Laster,webapps,php,
15468,exploits/php/webapps/15468.txt,Joomla! Component btg_oglas - HTML / Cross-Site Scripting Injection,2010-11-09,CoBRa_21,webapps,php,
15469,exploits/php/webapps/15469.txt,Joomla! Component com_markt - SQL Injection,2010-11-09,CoBRa_21,webapps,php,
15470,exploits/php/webapps/15470.txt,Joomla! Component com_img - Local File Inclusion,2010-11-09,CoBRa_21,webapps,php,
15484,exploits/php/webapps/15484.txt,FCKEditor Core 2.x 2.4.3 - 'FileManager upload.php' Arbitrary File Upload,2010-11-10,grabz,webapps,php,
15472,exploits/php/webapps/15472.txt,osCommerce 2.2 - Cross-Site Request Forgery,2010-11-09,daandeveloper33,webapps,php,
15490,exploits/php/webapps/15490.txt,XT:Commerce < 3.04 SP2.1 - Cross-Site Scripting,2010-11-11,Philipp Niedziela,webapps,php,
15486,exploits/php/webapps/15486.txt,eBlog 1.7 - Multiple SQL Injections,2010-11-10,Salvatore Fresta,webapps,php,
15488,exploits/php/webapps/15488.txt,Landesk - OS command Injection,2010-11-11,Aureliano Calvo,webapps,php,
15492,exploits/php/webapps/15492.php,E-Xoopport 3.1 - 'display.php?katid' SQL Injection,2010-11-11,Vis Intelligendi,webapps,php,
15500,exploits/php/webapps/15500.txt,Woltlab Burning Board 2.3.4 - File Disclosure,2010-11-12,sfx,webapps,php,
15501,exploits/php/webapps/15501.txt,Joomla! Component JSupport 1.5.6 - Cross-Site Scripting,2010-11-12,Valentin,webapps,php,
15502,exploits/php/webapps/15502.txt,Joomla! Component JSupport 1.5.6 - SQL Injection,2010-11-12,Valentin,webapps,php,
15509,exploits/php/webapps/15509.txt,Build a Niche Store 3.0 - 'BANS' Authentication Bypass,2010-11-13,ThunDEr HeaD,webapps,php,
15510,exploits/php/webapps/15510.txt,AWCM 2.1 Final - Remote File Inclusion,2010-11-13,LoSt.HaCkEr,webapps,php,
15512,exploits/php/webapps/15512.py,DBSite - SQL Injection,2010-11-13,God_Of_Pain,webapps,php,
15513,exploits/php/webapps/15513.txt,WordPress Plugin Event Registration 5.32 - SQL Injection,2010-11-13,k3m4n9i,webapps,php,
15515,exploits/php/webapps/15515.txt,Invision Power Board 3 - 'search_app' SQL Injection,2010-11-13,Lord Tittis3000,webapps,php,
15516,exploits/php/webapps/15516.txt,EasyJobPortal - Arbitrary File Upload,2010-11-13,MeGo,webapps,php,
15517,exploits/php/webapps/15517.txt,Webmatic - 'index.php' SQL Injection,2010-11-13,v3n0m,webapps,php,
15518,exploits/php/webapps/15518.txt,Joomla! Component CCBoard 1.2-RC - Multiple Vulnerabilities,2010-11-13,jdc,webapps,php,
15519,exploits/php/webapps/15519.txt,OneOrZero AIms 2.6.0 Members Edition - Multiple Vulnerabilities,2010-11-13,Valentin,webapps,php,
15524,exploits/php/webapps/15524.txt,Pre ADS Portal - Authentication Bypass,2010-11-13,Cru3l.b0y,webapps,php,
15531,exploits/php/webapps/15531.txt,BSI Advance Hotel Booking System 1.0 - SQL Injection,2010-11-14,v3n0m,webapps,php,
15526,exploits/php/webapps/15526.txt,Pre Online Tests Generator Pro - SQL Injection,2010-11-13,Cru3l.b0y,webapps,php,
15550,exploits/php/webapps/15550.txt,vBulletin 4.0.8 - Persistent Cross-Site Scripting via Profile Customization,2010-11-16,MaXe,webapps,php,
15543,exploits/php/webapps/15543.txt,Chameleon Social Networking Software - Persistent Cross-Site Scripting,2010-11-15,Dr-mosta,webapps,php,
15545,exploits/php/webapps/15545.txt,Nuked-klaN Module Boutique - Blind SQL Injection,2010-11-15,[AR51]Kevinos,webapps,php,
15549,exploits/php/webapps/15549.txt,Joomla! Component com_alfurqan15x - SQL Injection,2010-11-15,kaMtiEz,webapps,php,
15555,exploits/php/webapps/15555.txt,Joomla! Component com_maianmedia - SQL Injection,2010-11-16,v3n0m,webapps,php,
15557,exploits/php/webapps/15557.txt,openEngine 2.0 100226 - Local File Inclusion / Cross-Site Scripting,2010-11-16,SecPod Research,webapps,php,
15559,exploits/php/webapps/15559.txt,IceBB 1.0-rc10 - Multiple Vulnerabilities,2010-11-16,High-Tech Bridge SA,webapps,php,
15560,exploits/php/webapps/15560.txt,ClanSphere 2010.0 Final - Multiple Vulnerabilities,2010-11-16,High-Tech Bridge SA,webapps,php,
15561,exploits/php/webapps/15561.txt,CompactCMS 1.4.1 - SQL Injection,2010-11-16,High-Tech Bridge SA,webapps,php,
15564,exploits/php/webapps/15564.txt,Front Accounting 2.3RC2 - Multiple Persistent Cross-Site Scripting Vulnerabilities,2010-11-17,Juan Manuel Garcia,webapps,php,
15565,exploits/php/webapps/15565.txt,Front Accounting 2.3RC2 - Multiple SQL Injections,2010-11-17,Juan Manuel Garcia,webapps,php,
15567,exploits/php/webapps/15567.txt,WebRCSdiff 0.9 - 'viewver.php' Remote File Inclusion,2010-11-18,FL0RiX,webapps,php,
15568,exploits/php/webapps/15568.py,chCounter 3.1.3 - SQL Injection,2010-11-18,Matias Fontanini,webapps,php,
15570,exploits/php/webapps/15570.php,Joomla! Component com_mtree 2.1.6 - Overwrite Cross-Site Request Forgery,2010-11-18,jdc,webapps,php,
15571,exploits/php/webapps/15571.txt,Fozzcom Shopping < 7.94 / < 8.04 - Multiple Vulnerabilities,2010-11-18,Dr.0rYX & Cr3W-DZ,webapps,php,
15572,exploits/php/webapps/15572.txt,ViArt Shop 4.0.5 - Multiple Vulnerabilities,2010-11-19,Ariko-Security,webapps,php,
15573,exploits/php/webapps/15573.html,PHPGallery 1.1.0 - Cross-Site Request Forgery,2010-11-19,Or4nG.M4N,webapps,php,
15574,exploits/php/webapps/15574.txt,Arabian YouTube Script - Blind SQL Injection,2010-11-19,R3d-D3V!L,webapps,php,
15577,exploits/php/webapps/15577.html,Plogger Gallery 1.0 - Cross-Site Request Forgery (Change Admin Password),2010-11-19,Or4nG.M4N,webapps,php,
15578,exploits/php/webapps/15578.txt,DVD Rental Software - SQL Injection,2010-11-19,JaMbA,webapps,php,
15585,exploits/php/webapps/15585.txt,Joomla! Component Jimtawl 1.0.2 - Local File Inclusion,2010-11-20,Mask_magicianz,webapps,php,
16087,exploits/php/webapps/16087.txt,PMB Services 3.4.3 - SQL Injection,2011-02-01,Luchador,webapps,php,
15588,exploits/php/webapps/15588.txt,S_CMS 2.5 - Multiple Vulnerabilities,2010-11-20,LordTittiS,webapps,php,
15590,exploits/php/webapps/15590.txt,vBulletin 4.0.8 PL1 - Cross-Site Scripting Filter Bypass within Profile Customization,2010-11-20,MaXe,webapps,php,
15614,exploits/php/webapps/15614.html,Wolf CMS 0.6.0b - Multiple Vulnerabilities,2010-11-25,High-Tech Bridge SA,webapps,php,
15612,exploits/php/webapps/15612.txt,SiteEngine 7.1 - SQL Injection,2010-11-25,Beach,webapps,php,
15615,exploits/php/webapps/15615.html,Frog CMS 0.9.5 - Multiple Vulnerabilities,2010-11-25,High-Tech Bridge SA,webapps,php,
15621,exploits/php/webapps/15621.txt,Jurpopage 0.2.0 - SQL Injection,2010-11-27,Sudden_death,webapps,php,
15623,exploits/php/webapps/15623.pl,MemHT Portal 4.0.1 - 'User Agent' Persistent Cross-Site Scripting,2010-11-27,ZonTa,webapps,php,
15633,exploits/php/webapps/15633.html,Diferior 8.03 - Multiple Cross-Site Scripting Vulnerabilities,2010-11-29,High-Tech Bridge SA,webapps,php,
15636,exploits/php/webapps/15636.txt,Orbis CMS 1.0.2 - Arbitrary File Upload,2010-11-30,Mark Stanislav,webapps,php,
15637,exploits/php/webapps/15637.txt,Link Protect 1.2 - Persistent Cross-Site Scripting,2010-11-30,Shichemt Alen,webapps,php,
15638,exploits/php/webapps/15638.txt,Duhok Forum 1.1 - Arbitrary File Upload,2010-11-30,BrOx-Dz,webapps,php,
15639,exploits/php/webapps/15639.txt,Pandora FMS 3.1 - Authentication Bypass,2010-11-30,Juan Galiana Lara,webapps,php,
15640,exploits/php/webapps/15640.txt,Pandora Fms 3.1 - OS Command Injection,2010-11-30,Juan Galiana Lara,webapps,php,
15641,exploits/php/webapps/15641.txt,Pandora Fms 3.1 - SQL Injection,2010-11-30,Juan Galiana Lara,webapps,php,
15642,exploits/php/webapps/15642.txt,Pandora Fms 3.1 - Blind SQL Injection,2010-11-30,Juan Galiana Lara,webapps,php,
15643,exploits/php/webapps/15643.txt,Pandora Fms 3.1 - Directory Traversal / Local File Inclusion,2010-11-30,Juan Galiana Lara,webapps,php,
15644,exploits/php/webapps/15644.txt,Eclime 1.1.2b - Multiple Vulnerabilities,2010-11-30,High-Tech Bridge SA,webapps,php,
15645,exploits/php/webapps/15645.txt,enano CMS 1.1.7pl1 - Multiple Vulnerabilities,2010-11-30,High-Tech Bridge SA,webapps,php,
15646,exploits/php/webapps/15646.txt,DynPG 4.2.0 - Multiple Vulnerabilities,2010-11-30,High-Tech Bridge SA,webapps,php,
15647,exploits/php/webapps/15647.txt,Elxis CMS 2009.2 - SQL Injection,2010-11-30,High-Tech Bridge SA,webapps,php,
15650,exploits/php/webapps/15650.txt,Alibaba Clone B2B 3.4 - SQL Injection,2010-12-01,Dr.0rYX & Cr3W-DZ,webapps,php,
15651,exploits/php/webapps/15651.txt,OsCSS 1.2 - Arbitrary File Upload,2010-12-01,Shichemt Alen,webapps,php,
15654,exploits/php/webapps/15654.txt,Digitalus 1.10.0 Alpha2 - Arbitrary File Upload,2010-12-01,eidelweiss,webapps,php,
15656,exploits/php/webapps/15656.txt,LittlePhpGallery 1.0.2 - Local File Inclusion,2010-12-01,kire bozorge khavarmian,webapps,php,
15659,exploits/php/webapps/15659.txt,Contenido CMS 4.8.12 - Cross-Site Scripting,2010-12-02,High-Tech Bridge SA,webapps,php,
15660,exploits/php/webapps/15660.txt,etomite 1.1 - Multiple Vulnerabilities,2010-12-02,High-Tech Bridge SA,webapps,php,
15684,exploits/php/webapps/15684.txt,WordPress Core 3.0.1 - 'do_trackbacks()' SQL Injection,2010-12-05,M4g,webapps,php,
15685,exploits/php/webapps/15685.html,PHPKF Forum 1.80 - 'profil_degistir.php' Cross-Site Request Forgery,2010-12-05,FreWaL,webapps,php,
15691,exploits/php/webapps/15691.txt,Pulse CMS Basic - Local File Inclusion,2010-12-05,Mark Stanislav,webapps,php,
15699,exploits/php/webapps/15699.txt,phpMyAdmin - Client-Side Code Injection / Redirect Link Falsification,2010-12-06,emgent white_sheep & scox,webapps,php,80
33671,exploits/php/webapps/33671.txt,MySmartBB 1.7 - Multiple Cross-Site Scripting Vulnerabilities,2010-02-24,indoushka,webapps,php,
