,id,device,version,description
10777,26521,C.P.Sub ,4.5, Authentication Bypass
10778,26530,GLPI ,0.839, 'Unserialize()' Remote Code Execution
10779,26535,Litespeed ,2.15, 'ConfMgr.php' Cross
10780,26538,Litespeed ,2.15,Fusion 4.0/5.0/6.0 
10781,26539,Advanced Poll ,2.02, 'popup.php' Cross
10782,26541,Advanced Poll ,2.02, 'results.php' SQL Injection
10783,26543,Advanced Poll ,2.02, 'thread.php' SQL Injection
10784,26544,PHP Download Manager ,1.1, 'files.php' SQL Injection
10785,26545,PHP Download Manager ,1.1,Zone Nuke ET 3.x 
10786,26546,PHPPost ,1, 'profile.php?user' Cross
10787,26547,PHPPost ,1, 'mail.php?user' Cross
10788,26549,Torrential ,1.2, 'Getdox.php' Directory Traversal
10789,26553,Machform Form Maker ,2, Multiple Vulnerabilities
10790,26559,Virtual Hosting Control System ,2.2, Error Message Cross
10791,26560,PmWiki ,2.0, Search Cross
10792,26562,AFFCommerce Shopping Cart ,1.14, 'subcategory.php?cl' SQL Injection
10793,26563,AFFCommerce Shopping Cart ,1.14, 'ItemInfo.php?item_id' SQL Injection
10794,26564,AFFCommerce Shopping Cart ,1.14, 'ItemReview.php?item_id' SQL Injection
10795,26565,Tunez ,1.21, 'songinfo.php?song_id' SQL Injection
10796,26566,Tunez ,1.21, 'search.php?searchFor' Cross
10797,26567,WSN Forum ,1.21, 'memberlist.php' SQL Injection
10798,26568,OmnistarLive ,5.2, Multiple SQL Injections
10799,26569,OmnistarLive ,5.2, SQL Injection
10800,26570,CommodityRentals ,2, SQL Injection
10801,26571,Ezyhelpdesk ,1, Multiple SQL Injections
10802,26572,blogBuddies ,0.3, 'index.php?u' Cross
10803,26573,blogBuddies ,0.3, 'magpie_debug.php?url' Cross
10804,26574,blogBuddies ,0.3, 'magpie_slashbox.php?rss_url' Cross
10805,26576,FreeForum ,1.0, Multiple SQL Injections
10806,26580,SoftBiz Web Hosting Directory Script ,1.1, 'search_result.php?cid' SQL Injection
10807,26581,SoftBiz Web Hosting Directory Script ,1.1, 'review.php?sbres_id' SQL Injection
10808,26582,SoftBiz Web Hosting Directory Script ,1.1, 'browsecats.php?cid' SQL Injection
10809,26583,SoftBiz Web Hosting Directory Script ,1.1, 'email.php?h_id' SQL Injection
10810,26584,vTiger CRM ,4.2, 'record' Cross
10811,26585,vTiger CRM ,4.2, Feed Cross
10812,26586,vTiger CRM ,4.2, SQL Injection
10813,26587,Comdev Vote Caster ,3.1, 'index.php' SQL Injection
10814,26588,Orca Forum ,4.3, 'forum.php' SQL Injection
10815,26589,OvBB ,0, 'thread.php?threadid' SQL Injection
10816,26590,OvBB ,0, 'profile.php?userid' SQL Injection
10817,26591,efiction ,1.0, 'titles.php' Cross
10818,26592,efiction ,1.0, 'titles.php' SQL Injection
10819,26593,efiction ,1.0, 'sid' SQL Injection
10820,26594,efiction ,1.0, 'uid' SQL Injection
10821,26595,IsolSoft Support Center ,2.2, Multiple SQL Injections
10822,26596,AgileBill ,1.492, Product_Cat SQL Injection
10823,26597,PBLang Bulletin Board System ,4.65, Multiple HTML Injection Vulnerabilities
10824,26598,Athena PHP Website Administration ,0.1, Remote File Inclusion
10825,26599,PHPGreetz ,0.99, Remote File Inclusion
10826,26600,PHPGreetz ,0.99,News 2.0 
10827,26602,Enterprise Heart Enterprise Connector ,1.02, 'send.php?messageid' SQL Injection
10828,26603,Enterprise Heart Enterprise Connector ,1.02, 'messages.php?messageid' SQL Injection
10829,26604,Zainu ,2, SQL Injection
10830,26605,Babe Logger ,2, 'index.php?gal' SQL Injection
10831,26606,Babe Logger ,2, 'comments.php?id' SQL Injection
10832,26607,Top Music Module ,3, SQL Injection
10833,26608,phpWordPress ,3, Multiple SQL Injections
10834,26609,Bedeng PSP ,1.1, 'baca.php?ckode' SQL Injection
10835,26610,Bedeng PSP ,1.1, 'download.php?a.ngroup' SQL Injection
10836,26611,Bedeng PSP ,1.1, 'index.php?a.nsub' SQL Injection
10837,26612,Nelogic Nephp Publisher ,4.52, SQL Injection
10838,26613,Nelogic Nephp Publisher ,4.52, 'details_res.php?sbres_id' SQL Injection
10839,26614,Nelogic Nephp Publisher ,4.52, 'showcats.php?sbcat_id' SQL Injection
10840,26615,Nelogic Nephp Publisher ,4.52, 'refer_friend.php?sbres_id' SQL Injection
10841,26616,Nelogic Nephp Publisher ,4.52, 'report_link.php?sbres_id' SQL Injection
10842,26617,BerliOS SourceWell ,1.13, SQL Injection
10843,26618,AllWeb Search ,3, SQL Injection
10844,26619,AllWeb Search ,3,Search 1.0 
10845,26622,InstantCMS ,1.6, PHP Remote Code Execution (Metasploit)
10846,26623,Kasseler CMS ,2, Multiple Vulnerabilities
10847,26624,OpenX ,2.81, Multiple Vulnerabilities
10848,26625,EdmoBBS ,0.9, SQL Injection
10849,26626,UGroup ,2.62, 'forum.php?FORUM_ID' SQL Injection
10850,26627,UGroup ,2.62, 'topic.php' Multiple SQL Injections
10851,26628,ShockBoard ,3.0, 'Offset' SQL Injection
10852,26629,Netzbrett ,1.51, 'P_Entry' SQL Injection
10853,26630,ADC,2000, SQL Injection
10854,26631,Simple Document Management System ,2, 'list.php?folder_id' SQL Injection
10855,26632,Simple Document Management System ,2, 'messages.php?mid' SQL Injection
10856,26633,Simple Document Management System ,2,support Suite 1.1 
10857,26634,Simple Document Management System ,2, Multiple SQL Injections
10858,26635,FreeWebStat ,1, Multiple Cross
10859,26636,PHP Web Statistik ,1.4, Content Injection
10860,26637,Helpdesk Issue Manager ,0, 'issue.php?id' SQL Injection
10861,26638,Helpdesk Issue Manager ,0, 'find.php' Multiple SQL Injections
10862,26639,GuppY ,4.5, 'editorTypetool.php?meskin' Traversal Arbitrary File Access
10863,26640,GuppY ,4.5, 'archbatch.php?lng' Traversal Arbitrary File Access
10864,26641,GuppY ,4.5, 'dbbatch.php?lng' Traversal Arbitrary File Access
10865,26642,GuppY ,4.5, 'nwlmail.php?lng' Traversal Arbitrary File Access
10866,26643,PHP Doc System ,1.51, Local File Inclusion
10867,26644,SearchSolutions ,1.2, Cross
10868,26645,SearchSolutions ,1.2,Rider 1.6 
10869,26646,SearchSolutions ,1.2, 'index.php' Directory Traversal
10870,26647,Fantastic Scripts Fantastic News ,2.11, 'news.php' SQL Injection
10871,26649,DMANews ,0.9, Multiple SQL Injections
10872,26650,Entergal MX ,2, Multiple SQL Injections
10873,26651,BosDates ,4, Multiple SQL Injections
10874,26652,Post Affiliate Pro ,2.04, 'index.php' SQL Injection
10875,26653,GhostScripter Amazon Shop ,5, 'search.php' SQL Injection
10876,26654,KBase Express ,1, Multiple SQL Injections
10877,26655,ltwCalendar ,4.13, 'calendar.php' SQL Injection
10878,26656,Orca KnowledgeBase ,2.1, 'KnowledgeBase.php' SQL Injection
10879,26657,Orca Blog ,1.3, 'blog.php' SQL Injection
10880,26658,Orca Ringmaker ,2.3, 'Ringmaker.php' SQL Injection
10881,26659,FAQ System ,1.1, 'viewFAQ.php' Multiple SQL Injections
10882,26660,FAQ System ,1.1, 'index.php?category_id' SQL Injection
10883,26661,Survey System ,1.1, 'survey.php' SQL Injection
10884,26662,Survey System ,1.1,13 News 1.2 
10885,26663,DRZES Hms ,3.2, Multiple SQL Injections
10886,26667,SocketKB ,1.1, 'index.php' SQL Injection
10887,26668,PHP Photo Album ,0.23, Local File Inclusion
10888,26669,SoftBiz B,2, 'selloffers.php?cid' SQL Injection
10889,26670,SoftBiz B,2, 'buyoffers.php?cid' SQL Injection
10890,26671,SoftBiz B,2, 'products.php?cid' SQL Injection
10891,26672,SoftBiz B,2, 'profiles.php?cid' SQL Injection
10892,26673,SoftBiz FAQ ,1.1, 'index.php?cid' SQL Injection
10893,26674,SoftBiz FAQ ,1.1, 'faq_qanda.php?id' SQL Injection
10894,26675,SoftBiz FAQ ,1.1, 'refer_friend.php?id' SQL Injection
10895,26676,SoftBiz FAQ ,1.1, 'print_article.php?id' SQL Injection
10896,26677,SoftBiz FAQ ,1.1, 'add_comment.php?id' SQL Injection
10897,26678,FAQRing ,3, 'answer.php' SQL Injection
10898,26679,WSN Knowledge Base ,1.2, 'index.php' Multiple SQL Injections
10899,26680,WSN Knowledge Base ,1.2, 'comments.php?id' SQL Injection
10900,26681,WSN Knowledge Base ,1.2, 'memberlist.php?id' SQL Injection
10901,26682,OpenNetAdmin ,13.0301, Remote Code Execution
10902,26683,OpenNetAdmin ,13.0301,Kiraku Nikki 1.3 
10903,26684,88Scripts Event Calendar ,2, 'index.php' SQL Injection
10904,26685,Instant Photo Gallery ,1, 'portfolio.php?cat_id' SQL Injection
10905,26686,Instant Photo Gallery ,1, 'content.php?cid' SQL Injection
10906,26687,WebCalendar ,1.01, Multiple SQL Injections
10907,26688,Lore ,1.54, 'article.php' SQL Injection
10908,26689,DotClear ,1.21, 'Session.php' SQL Injection
10909,26691,WebCalendar ,1.01, 'Layers_Toggle.php' HTTP Response Splitting
10910,26692,Extreme Corporate ,6, 'Extremesearch.php' Cross
10911,26693,Edgewall Software Trac ,0.9, SQL Injection
10912,26694,PHPMyChat ,0.146, 'start_page.css.php?medium' Cross
10913,26695,PHPMyChat ,0.146, 'style.css.php?medium' Cross
10914,26696,PHPMyChat ,0.146, 'users_popupL.php?From' Cross
10915,26697,PHPX ,3.5, 'Admin 'login.php' SQL Injection
10916,26698,NetClassifieds Standard ,1.9, 'gallery.php?CatID' SQL Injection
10917,26699,NetClassifieds Standard ,1.9, 'ViewItem.php?ItemNum' SQL Injection
10918,26706,NetClassifieds Standard ,1.9,Fusion 6.0.109 
10919,26707,NetClassifieds Standard ,1.9,Commerce Login 
10920,26713,PHPYellowTM ,5.33, 'search_result.php?haystack' SQL Injection
10921,26714,PHPYellowTM ,5.33, 'print_me.php?ckey' SQL Injection
10922,26715,Widget Property ,1.119, 'Property.php' SQL Injection
10923,26717,Web,4, 'view.php' Multiple SQL Injections
10924,26718,Web,4, 'index.php' Multiple SQL Injections
10925,26719,Web,4, 'viewbrands.php?bid' SQL Injection
10926,26720,SAMEDIA LandShop ,0.63, 'ls.php' Multiple SQL Injections
10927,26722,SAMEDIA LandShop ,0.63, Multiple SQL Injections
10928,26723,Relative Real Estate Systems ,1.2, SQL Injection
10929,26724,Web,4, 'index.php' Multiple SQL Injections
10930,26725,Web,4, 'gift.php?cid' SQL Injection
10931,26726,Web,4, 'articles.php?cat' SQL Injection
10932,26727,Web,4, 'fq.php?cid' SQL Injection
10933,26728,Web,4, 'Comentarii.php' SQL Injection
10934,26729,Web,4, 'functions.php' SQL Injection
10935,26730,Web,4, 'Arhiva.php' Directory Traversal
10936,26731,Blog System ,1.2, 'index.php?cat' SQL Injection
10937,26732,Edgewall Software Trac ,0.71, SQL Injection
10938,26734,Edgewall Software Trac ,0.71, Persistent Cross
10939,26735,Edgewall Software Trac ,0.71, Persistent Cross
10940,26748,DoceboLms ,2.0, 'connector.php' Directory Traversal
10941,26750,PluggedOut Blog ,1.9, 'index.php' Multiple SQL Injections
10942,26751,Cars Portal ,1.1, 'index.php' Multiple SQL Injections
10943,26755,Thwboard Beta ,2.8, 'calendar.php?year' SQL Injection
10944,26756,Thwboard Beta ,2.8, 'v_profile.php?user' SQL Injection
10945,26757,Thwboard Beta ,2.8, 'misc.php?userid' SQL Injection
10946,26758,DRZES Hms ,3.2, 'login.php' Cross
10947,26770,MilliScripts ,1.4, 'register.php' Cross
10948,26780,Scout Portal Toolkit ,1.31, 'SPT
10949,26781,Scout Portal Toolkit ,1.31, 'SPT
10950,26782,Scout Portal Toolkit ,1.31, 'SPT
10951,26783,Scout Portal Toolkit ,1.31, 'SPT
10952,26784,Scout Portal Toolkit ,1.31, SQL Injection
10953,26785,Arab Portal ,2, 'Link.php' SQL Injection
10954,26787,phpCOIN ,1.22, CCFG[_PKG_PATH_DBSE] Remote File Inclusion
10955,26788,PHPCOIN ,1.22, '/includes/db.php?$_CCFG[_PKG_PATH_DBSE]' Traversal Arbitrary File Access
10956,26789,EncapsGallery ,1, 'gallery.php' SQL Injection
10957,26790,PHPWebGallery ,1.34, 'comments.php' SQL Injection
10958,26791,PHPWebGallery ,1.34, 'category.php' SQL Injection
10959,26792,PHPWebGallery ,1.34, 'picture.php' SQL Injection
10960,26793,Plogger Beta ,2, 'index.php?id' SQL Injection
10961,26794,Plogger Beta ,2, 'index.php' Multiple Cross
10962,26795,Plogger Beta ,2,db 0.9x 
10963,26796,Plogger Beta ,2,db 0.9x Search Module 
10964,26797,PHP JackKnife ,2.21, Cross
10965,26798,Mantis Bug Tracker ,0, 'View_filters_page.php' Cross
10966,26799,Snipe Gallery ,3.14, 'view.php?gallery_id' SQL Injection
10967,26800,Snipe Gallery ,3.14, 'image.php?image_id' SQL Injection
10968,26801,Snipe Gallery ,3.14, 'search.php?keyword' Cross
10969,26804,Invision Power Board (IP.Board) ,2.04, Local File Inclusion
10970,26808,McGallery ,1.0, 'index.php?language' Traversal Local File Inclusion
10971,26809,McGallery ,1.0, 'show.php' Multiple SQL Injections
10972,26810,McGallery ,1.0, 'index.php?album' SQL Injection
10973,26812,PHP Web Scripts Ad Manager Pro ,2, 'Advertiser_statistic.php' SQL Injection
10974,26813,Jamit Job Board ,2.41, 'index.php' SQL Injection
10975,26814,DreamLevels Dream Poll ,3, 'View_Results.php' SQL Injection
10976,26815,CourseForum Technologies ProjectForum ,4.7, Multiple Cross
10977,26817,CourseForum Technologies ProjectForum ,4.7,Nuke 7.x 
10978,26818,CourseForum Technologies ProjectForum ,4.7, 'modules.php' Multiple Cross
10979,26819,CourseForum Technologies ProjectForum ,4.7, 'modules.php' Multiple SQL Injections
10980,26824,WikkaWiki ,1.16, 'TextSearch.php' Cross
10981,26826,Netref ,3, 'index.php' SQL Injection
10982,26827,QuickPayPro ,3.1, 'popups.edit.php?popupid' SQL Injection
10983,26828,QuickPayPro ,3.1, 'customer.tickets.view.php' Multiple SQL Injections
10984,26829,QuickPayPro ,3.1, 'subscribers.tracking.edit.php?subtrackingid' SQL Injection
10985,26830,QuickPayPro ,3.1, 'design.php?delete' SQL Injection
10986,26831,QuickPayPro ,3.1, 'tracking.details.php?trackingid' SQL Injection
10987,26832,QuickPayPro ,3.1, 'sales.view.php?customerid' SQL Injection
10988,26836,Limbo CMS ,1.042, 'index.php?_SERVER[REMOTE_ADDR]' Cross
10989,26837,Limbo CMS ,1.042, 'option' Traversal Arbitrary File Access
10990,26838,Limbo CMS ,1.042,Commerce 
10991,26839,TML ,0.5, 'index.php?form' Cross
10992,26840,TML ,0.5, 'index.php?id' SQL Injection
10993,26841,TML ,0.5,Commerce 
10994,26844,DCForum ,1,6 DCBoard Script 
10995,26853,EZDatabase ,2.12, 'index.php?p' Local File Inclusion
10996,26854,EZDatabase ,2.12, 'index.php?db_id' SQL Injection
10997,26855,EZDatabase ,2.12, SQL Injection
10998,26856,IHTML Merchant ,2, SQL Injection
10999,26857,IHTML Merchant ,2, SQL Injection
11000,26866,Round Cube Webmail ,0.1,20051021
11001,26867,PHP Fusebox ,3, 'index.php' Cross
11002,26868,jPORTAL ,2.21, 'forum.php' SQL Injection
11003,26870,Advanced Guestbook ,2, Multiple Cross
11004,26871,PlaySms ,0.8, 'index.php' Cross
11005,26872,PlaySms ,0.8,Fusion 6.0 
11006,26877,Box UK Amaxus CMS ,3, Cross
11007,26878,Caravel CMS ,3.0, Multiple Cross
11008,26879,Cofax ,2, search.htm Cross
11009,26880,FLIP ,0.901, 'text.php?name' Cross
11010,26881,FLIP ,0.901, 'forum.php?frame' Cross
11011,26883,Libertas Enterprise CMS ,3, 'index.php' Cross
11012,26884,Liferay Portal Enterprise ,3.61, Multiple Cross
11013,26885,Lighthouse CMS ,1.1, Search Cross
11014,26893,Dell Kace ,1000, Persistent Cross
11015,26894,Saurus CMS ,4.71, Multiple Vulnerabilities
11016,26895,Magnolia Search Module ,2.1, Cross
11017,26896,ContentServ ,3.0, 'index.php' SQL Injection
11018,26897,Direct News ,4.9, 'index.php' SQL Injection
11019,26898,ODFaq ,2.1, 'faq.php' SQL Injection
11020,26899,Marwel ,2.7, 'index.php' SQL Injection
11021,26900,Miraserver ,1.0, 'index.php?page' SQL Injection
11022,26901,Miraserver ,1.0, 'newsitem.php?id' SQL Injection
11023,26902,Miraserver ,1.0, 'article.php?cat' SQL Injection
11024,26904,Bitweaver ,1.11, 'list_galleries.php?sort_mode' Cross
11025,26905,Bitweaver ,1.11, 'view_post.php?post_id' Cross
11026,26906,Bitweaver ,1.11, 'view.php?blog_id' Cross
11027,26907,Bitweaver ,1.11, 'message_box.php?sort_mode' Cross
11028,26908,Bitweaver ,1.11, 'my.php?sort_mode' Cross
11029,26911,Komodo CMS ,2.1, Multiple Input Validation Vulnerabilities
11030,26912,Mercury CMS ,4, Multiple Input Validation Vulnerabilities
11031,26916,Enterprise Connector ,1.02, 'main.php' SQL Injection
11032,26918,Plogger Beta ,2, Remote File Inclusion
11033,26919,Plogger Beta ,2,Man 3.0 
11034,26921,Tolva ,0.1, 'Usermods.php' Remote File Inclusion
11035,26923,Beehive Forum ,0.62, Multiple HTML Injection Vulnerabilities
11036,26925,Papaya CMS ,4.04, Cross
11037,26938,Scoop ,1.1, Multiple Cross
11038,26939,Scoop ,1.1, Missing Story Error Cross
11039,26955,Xibo ,1.22, 'index.php?p' Directory Traversal
11040,26958,Anchor CMS ,0.91, Persistent Cross
11041,26959,Papoo ,2.12, 'index.php?menuid' SQL Injection
11042,26960,Papoo ,2.12, 'Guestbook.php?menuid' SQL Injection
11043,26961,Papoo ,2.12, 'print.php' Multiple SQL Injections
11044,26962,PHPSlash ,0.81, 'article.php' SQL Injection
11045,26965,MusicBox ,2.3, 'type' SQL Injection
11046,26968,MusicBox ,2.3, Search Query Cross
11047,26973,Cerberus Helpdesk ,2.649, 'cer_KnowledgebaseHandler.class.php?_load_article_details' SQL Injection
11048,26974,Cerberus Helpdesk ,2.649, 'addresses_export.php?queues' SQL Injection
11049,26975,Cerberus Helpdesk ,2.649, 'display_ticket_thread.php?ticket' SQL Injection
11050,26976,Dev Web Management System ,1.5, 'getfile.php?cat' SQL Injection
11051,26977,Dev Web Management System ,1.5, 'download_now.php?target' SQL Injection
11052,26978,Dev Web Management System ,1.5, 'add.php' Multiple Cross
11053,26979,Dev Web Management System ,1.5, '/accounts/inc/include.php' Multiple Remote File Inclusions
11054,26980,Dev Web Management System ,1.5, '/admin/inc/include.php' Multiple Remote File Inclusions
11055,26981,Dev Web Management System ,1.5, '/dir/include.html?lang' Local File Inclusion
11056,26982,Dev Web Management System ,1.5, '/mail/settings.html?Language' Local File Inclusion
11057,26983,Dev Web Management System ,1.5, '/mail/index.html?lang_settings' Remote File Inclusion
11058,26984,Dev Web Management System ,1.5, '/mail/include.html' Crafted HTTP_USER_AGENT Arbitrary File Access
11059,26988,Dream,4, BBCode URL Tag Script Injection
11060,26989,GMailSite ,1.0, Cross
11061,26990,MyBB ,1, 'Globa.php' Cookie Data SQL Injection
11062,26992,Ades Design AdesGuestbook ,2.0, Cross
11063,26993,OOApp Guestbook ,2.1, Cross
11064,26994,Kayako SupportSuite ,3.0026, Multiple Cross
11065,26995,phpDocumentor ,1.2, Forum Lib Variable Cross
11066,26998,OABoard ,1.0, Remote File Inclusion
11067,26999,PHPBook ,1, Mail Field PHP Code Injection
11068,27000,VEGO Web Forum ,1, Theme_ID SQL Injection
11069,27001,VEGO Links Builder ,2.0, SQL Injection
11070,27002,VEGO Links Builder ,2.0, PersonalID SQL Injection
11071,27003,InTouch ,0.51, User Variable SQL Injection
11072,27004,PHPJournaler ,1, 'Readold' SQL Injection
11073,27009,Invision Power Services Invision Board ,2.04, Multiple Vulnerabilities
11074,27015,Chipmunk Guestbook ,1.4, Homepage HTML Injection
11075,27016,Chimera Web Portal ,0.2, 'modules.php' Multiple Cross
11076,27017,Chimera Web Portal ,0.2, 'linkcategory.php?id' SQL Injection
11077,27018,ScozNet ScozBook ,1.1, 'AdminName' SQL Injection
11078,27019,vBulletin ,3.52, Event Title HTML Injection
11079,27020,Drupal ,4, URL
11080,27022,INCOGEN Bugport ,1, Multiple SQL Injections
11081,27023,INCOGEN Bugport ,1, 'index.php' Multiple Cross
11082,27025,Primo Place Primo Cart ,1, Multiple SQL Injections
11083,27027,Jax Calendar ,1.34, 'jax_calendar.php' SQL Injection
11084,27028,LogicBill ,1, Multiple SQL Injections
11085,27029,EZ Invoice Inc. EZI ,2, 'Invoices.php' SQL Injection
11086,27030,EZ Invoice Inc. EZI ,2,Cart 
11087,27033,Foro Domus ,2.1, Multiple Input Validation Vulnerabilities
11088,27037,TheWebForum ,1.21, Multiple Input Validation Vulnerabilities
11089,27038,TinyPHPForum ,3.6, Multiple Directory Traversal Vulnerabilities
11090,27039,Dell Kace ,1000, SQL Injection
11091,27048,AppServ Open Project ,2.45, Remote File Inclusion
11092,27052,427BB ,2.2, 'showthread.php' SQL Injection
11093,27053,427BB ,2.2, 'Post.php3' Multiple SQL Injections
11094,27054,427BB ,2.2, Authentication Bypass
11095,27058,427BB ,2.2,Nuke 7.7 EV Search Module 
11096,27059,427BB ,2.2, IMG Tag HTML Injection
11097,27060,427BB ,2.2,Nuke News Submission Story 
11098,27064,427BB ,2.2, 'index.php' Remote File Inclusion
11099,27067,427BB ,2.2, 'calendar.php3?cal_id' SQL Injection
11100,27068,427BB ,2.2, Login Page pass Field SQL Injection
11101,27070,427BB ,2.2, 'index.php' Cross
11102,27075,TankLogger ,2.4, SQL Injection
11103,27077,DCP Portal ,5.3, Multiple Input Validation Vulnerabilities
11104,27078,Alstrasoft Template Seller Pro ,3.25, 'Fullview.php' Cross
11105,27080,EZDatabaseRemote ,2, PHP Script Code Execution
11106,27084,Bit ,5, 'index.php' SQL Injection
11107,27085,Bit ,5, 'addcomment.php' HTML Injection
11108,27086,White Album ,2.5, 'Pictures.php' SQL Injection
11109,27087,GeoBlog ,1, 'viewcat.php' SQL Injection
11110,27092,GeoBlog ,1, Multiple Cross
11111,27093,EZDatabase ,2.11, 'index.php' Cross
11112,27097,PHPXplorer ,0.933, 'Workspaces.php' Directory Traversal
11113,27098,RedKernel Referrer Tracker ,1.1,3
11114,27099,BlogPHP ,1, 'index.php' SQL Injection
11115,27100,microBlog ,2, 'index.php' Multiple SQL Injections
11116,27102,PowerPortal ,1.1, 'index.php' Cross
11117,27103,PowerPortal ,1.1, 'search.php' Cross
11118,27104,aoblogger ,2.3, URL BBcode Cross
11119,27105,aoblogger ,2.3, 'login.php?Username' SQL Injection
11120,27106,aoblogger ,2.3, 'create.php' Entry Creation
11121,27107,PHPXplorer ,0.933, 'action.php' Directory Traversal
11122,27109,Phpclanwebsite ,1.231, BBCode IMG Tag Script Injection
11123,27110,EggBlog ,2, 'id' SQL Injection
11124,27111,EggBlog ,2, 'message' Cross
11125,27112,SaralBlog ,1, Multiple Input Validation Vulnerabilities
11126,27114,WebspotBlogging ,3, 'login.php' SQL Injection
11127,27116,WebspotBlogging ,3, 'index.php' Multiple SQL Injections
11128,27117,BlogPHP ,1.2, Multiple SQL Injections
11129,27118,RCBlog ,1.03, 'index.php' Directory Traversal
11130,27119,RCBlog ,1.03,moBLOG 1.3 
11131,27120,AZ Bulletin Board ,1.0, 'post.php' HTML Injection
11132,27121,123 Flash Chat,5, Remote Code Injection
11133,27122,MyBB ,1.01, 'usercp.php' HTML Injection
11134,27123,PixelPost ,1.43, User Comment HTML Injection
11135,27124,SleeperChat ,0.3, 'index.php' Cross
11136,27125,miniBloggie ,1, 'login.php' SQL Injection
11137,27126,CheesyBlog ,1, Multiple HTML Injection Vulnerabilities
11138,27127,PMachine ExpressionEngine ,1.41, HTTP Referrer HTML Injection
11139,27128,Windu CMS ,2.2, Multiple Vulnerabilities
11140,27129,Windu CMS ,2.2, Multiple Vulnerabilities
11141,27130,Windu CMS ,2.2, Multiple Vulnerabilities
11142,27136,Symantec Web Gateway ,5.1, Multiple Vulnerabilities
11143,27137,MyBB ,1.02, Multiple Cross
11144,27138,AndoNET Blog ,2004.92, 'Comentarios.php' SQL Injection
11145,27139,AndoNET Blog ,2004.92, BBCode Link Tag Script Injection
11146,27146,AndoNET Blog ,2004.92,Nuke 
11147,27147,PmWiki ,2.1, Multiple Input Validation Vulnerabilities
11148,27149,Ashwebstudio Ashnews ,0.83, Cross
11149,27153,Cerberus Helpdesk ,2.7, 'Clients.php' Cross
11150,27154,Farsinews ,2.1, 'Loginout.php' Remote File Inclusion
11151,27155,MyBB ,1.0, 'index.php' Referrer Cookie SQL Injection
11152,27156,SZUserMgnt ,1.4, 'Username' SQL Injection
11153,27157,SPIP ,1.8, Multiple SQL Injections
11154,27158,SPIP ,1.8, 'index.php3' Cross
11155,27162,cPanel ,10.81, Multiple Cross
11156,27164,UBBCentral UBB.Threads ,6.3, 'showflat.php' SQL Injection
11157,27165,Beehive Forum ,0.62, 'index.php' SQL Injection
11158,27166,eyeOS ,0.8, Session Remote Command Execution
11159,27167,MyBB ,1.03, 'moderation.php' SQL Injection
11160,27170,MyBB ,1.03, 'index.php' SQL Injection
11161,27172,SPIP ,1.82, 'Spip_RSS.php' Remote Command Execution
11162,27173,CPAINT ,1.3, 'TYPE.php' Cross
11163,27175,PwsPHP ,1.23, SQL Injection
11164,27176,Papoo ,2.1, Multiple Cross
11165,27183,Farsinews ,2.1, 'show_archives.php?template' Traversal Arbitrary File Access
11166,27184,HiveMail ,1.22, 'addressbook.update.php?contactgroupid' Arbitrary PHP Command Execution
11167,27185,HiveMail ,1.22, 'folders.update.php?folderid' Arbitrary PHP Command Execution
11168,27186,HiveMail ,1.22, 'index.php' $_SERVER['PHP_SELF'] Cross
11169,27190,FluxBB ,1.53, Multiple Vulnerabilities
11170,27192,LinPHA ,0.9, 'lang' Local File Inclusion
11171,27193,LinPHA ,0.9, 'install.php' Local File Inclusion
11172,27194,LinPHA ,0.9, 'sec_stage_install.php' Local File Inclusion
11173,27195,LinPHA ,0.9, 'forth_stage_install.php' Local File Inclusion
11174,27197,ImageVue ,0.161, 'dir.php' Folder Permission Disclosure
11175,27198,ImageVue ,0.161, 'readfolder.php?path' Arbitrary Directory Listing
11176,27199,ImageVue ,0.161, 'index.php?bgcol' Cross
11177,27200,ImageVue ,0.161, 'upload.php' Unrestricted Arbitrary File Upload
11178,27201,Siteframe Beaumont ,5.01, 'search.php?Q' Cross
11179,27202,Lawrence Osiris DB_eSession ,1.02, Class SQL Injection
11180,27204,Virtual Hosting Control System ,2.2, 'change_password.php' Current Password
11181,27205,Virtual Hosting Control System ,2.2, 'login.php?check_login()' Authentication Bypass
11182,27206,XMB Forum ,1.8, 'u2u.php?Username' Cross
11183,27207,Clever Copy ,2.0, Multiple HTML Injection Vulnerabilities
11184,27208,Clever Copy ,2.0,Nuke 6.x/7.x 
11185,27209,Gastebuch ,1.32, Cross
11186,27213,QwikiWiki ,1.5, 'search.php' Cross
11187,27214,DELTAScripts PHP Classifieds ,6.2, 'Member_Login.php' SQL Injection
11188,27215,DELTAScripts PHP Classifieds ,6.2, Comment Body Cross
11189,27216,DELTAScripts PHP Classifieds ,6.2, 'index.php' Multiple SQL Injections
11190,27217,dotProject ,2, '/modules/projects/gantt.php?dPconfig[root_dir]' Remote File Inclusion
11191,27218,dotProject ,2, '/includes/db_connect.php?baseDir' Remote File Inclusion
11192,27219,dotProject ,2, '/includes/session.php?baseDir' Remote File Inclusion
11193,27220,dotProject ,2, '/modules/projects/gantt2.php?dPconfig[root_dir]' Remote File Inclusion
11194,27221,dotProject ,2, '/modules/projects/vw_files.php?dPconfig[root_dir]' Remote File Inclusion
11195,27222,dotProject ,2, '/modules/admin/vw_usr_roles.php?baseDir' Remote File Inclusion
11196,27223,dotProject ,2, '/modules/public/calendar.php?baseDir' Remote File Inclusion
